사번,년월,초과근무시간
E0074,2025-01,12.5
E0074,2025-02,11.5
E0074,2025-03,14.7
E0074,2025-04,13.6
E0074,2025-05,8.8
E0074,2025-06,20.3
E0074,2025-07,12.6
E0074,2025-08,20.3
E0074,2025-09,9.6
E0074,2025-10,17.8
E0074,2025-11,19.4
E0074,2025-12,19.0
E0074,2026-01,15.8
E0074,2026-02,19.5
E0074,2026-03,13.3
E0075,2025-01,19.1
E0075,2025-02,21.5
E0075,2025-03,19.3
E0075,2025-04,13.3
E0075,2025-05,19.1
E0075,2025-06,13.1
E0075,2025-07,12.6
E0075,2025-08,18.6
E0075,2025-09,15.1
E0075,2025-10,23.8
E0075,2025-11,24.2
E0075,2025-12,28.4
E0075,2026-01,20.0
E0075,2026-02,19.1
E0075,2026-03,17.0
E0076,2025-01,1.1
E0076,2025-02,2.0
E0076,2025-03,10.0
E0076,2025-04,5.3
E0076,2025-05,3.6
E0076,2025-06,5.0
E0076,2025-07,6.2
E0076,2025-08,9.2
E0076,2025-09,0.0
E0076,2025-10,8.2
E0076,2025-11,5.8
E0076,2025-12,3.4
E0076,2026-01,18.2
E0076,2026-02,18.0
E0076,2026-03,17.0
E0077,2025-01,28.8
E0077,2025-02,21.5
E0077,2025-03,21.9
E0077,2025-04,22.1
E0077,2025-05,29.5
E0077,2025-06,23.7
E0077,2025-07,23.0
E0077,2025-08,26.8
E0077,2025-09,14.3
E0077,2025-10,24.0
E0077,2025-11,24.1
E0077,2025-12,26.5
E0077,2026-01,18.0
E0077,2026-02,17.3
E0077,2026-03,15.2
E0078,2025-01,5.0
E0078,2025-02,0.0
E0078,2025-03,0.0
E0078,2025-04,6.3
E0078,2025-05,1.8
E0078,2025-06,2.5
E0078,2025-07,0.3
E0078,2025-08,3.8
E0078,2025-09,3.5
E0078,2025-10,0.0
E0078,2025-11,6.9
E0078,2025-12,0.9
E0078,2026-01,22.0
E0078,2026-02,18.1
E0078,2026-03,12.6
E0079,2025-01,13.5
E0079,2025-02,8.6
E0079,2025-03,7.4
E0079,2025-04,1.7
E0079,2025-05,9.9
E0079,2025-06,7.6
E0079,2025-07,8.5
E0079,2025-08,13.0
E0079,2025-09,11.2
E0079,2025-10,12.2
E0079,2025-11,0.0
E0079,2025-12,6.9
E0079,2026-01,11.9
E0079,2026-02,15.8
E0079,2026-03,11.3
E0080,2025-01,9.7
E0080,2025-02,18.0
E0080,2025-03,8.6
E0080,2025-04,20.3
E0080,2025-05,22.4
E0080,2025-06,15.4
E0080,2025-07,17.5
E0080,2025-08,22.3
E0080,2025-09,24.5
E0080,2025-10,22.9
E0080,2025-11,18.3
E0080,2025-12,22.6
E0080,2026-01,16.8
E0080,2026-02,14.5
E0080,2026-03,15.1
E0081,2025-01,16.3
E0081,2025-02,17.4
E0081,2025-03,23.9
E0081,2025-04,20.3
E0081,2025-05,22.9
E0081,2025-06,23.8
E0081,2025-07,23.9
E0081,2025-08,12.8
E0081,2025-09,22.9
E0081,2025-10,17.7
E0081,2025-11,21.2
E0081,2025-12,18.4
E0081,2026-01,15.7
E0081,2026-02,14.1
E0081,2026-03,15.0
E0082,2025-01,6.9
E0082,2025-02,6.2
E0082,2025-03,11.7
E0082,2025-04,8.0
E0082,2025-05,7.6
E0082,2025-06,7.3
E0082,2025-07,11.0
E0082,2025-08,5.2
E0082,2025-09,15.0
E0082,2025-10,6.0
E0082,2025-11,6.9
E0082,2025-12,8.7
E0082,2026-01,13.2
E0082,2026-02,14.4
E0082,2026-03,16.7
E0083,2025-01,17.1
E0083,2025-02,14.5
E0083,2025-03,14.3
E0083,2025-04,19.6
E0083,2025-05,6.1
E0083,2025-06,12.9
E0083,2025-07,11.9
E0083,2025-08,13.6
E0083,2025-09,20.8
E0083,2025-10,12.5
E0083,2025-11,14.8
E0083,2025-12,17.4
E0083,2026-01,20.4
E0083,2026-02,18.3
E0083,2026-03,13.2
E0084,2025-01,4.1
E0084,2025-02,0.0
E0084,2025-03,0.0
E0084,2025-04,12.5
E0084,2025-05,9.0
E0084,2025-06,5.9
E0084,2025-07,5.9
E0084,2025-08,3.8
E0084,2025-09,7.9
E0084,2025-10,10.1
E0084,2025-11,3.6
E0084,2025-12,8.3
E0084,2026-01,17.2
E0084,2026-02,12.3
E0084,2026-03,17.9
E0085,2025-01,7.8
E0085,2025-02,10.9
E0085,2025-03,9.0
E0085,2025-04,14.9
E0085,2025-05,11.3
E0085,2025-06,6.6
E0085,2025-07,10.9
E0085,2025-08,15.2
E0085,2025-09,6.4
E0085,2025-10,10.2
E0085,2025-11,9.7
E0085,2025-12,12.1
E0085,2026-01,22.2
E0085,2026-02,19.3
E0085,2026-03,18.3
E0086,2025-01,12.4
E0086,2025-02,14.7
E0086,2025-03,10.4
E0086,2025-04,12.5
E0086,2025-05,12.4
E0086,2025-06,20.4
E0086,2025-07,14.5
E0086,2025-08,16.6
E0086,2025-09,20.6
E0086,2025-10,14.2
E0086,2025-11,12.3
E0086,2025-12,9.3
E0086,2026-01,14.8
E0086,2026-02,18.6
E0086,2026-03,16.7
E0087,2025-01,4.2
E0087,2025-02,0.5
E0087,2025-03,12.7
E0087,2025-04,10.9
E0087,2025-05,8.2
E0087,2025-06,8.1
E0087,2025-07,5.1
E0087,2025-08,11.1
E0087,2025-09,6.7
E0087,2025-10,8.1
E0087,2025-11,4.7
E0087,2025-12,5.4
E0087,2026-01,14.2
E0087,2026-02,14.7
E0087,2026-03,18.3
E0088,2025-01,23.0
E0088,2025-02,23.7
E0088,2025-03,14.3
E0088,2025-04,21.6
E0088,2025-05,16.3
E0088,2025-06,17.2
E0088,2025-07,24.0
E0088,2025-08,18.1
E0088,2025-09,18.1
E0088,2025-10,12.7
E0088,2025-11,17.9
E0088,2025-12,16.7
E0088,2026-01,12.8
E0088,2026-02,11.7
E0088,2026-03,14.9
E0089,2025-01,10.7
E0089,2025-02,6.7
E0089,2025-03,13.7
E0089,2025-04,10.4
E0089,2025-05,9.6
E0089,2025-06,11.6
E0089,2025-07,9.6
E0089,2025-08,11.7
E0089,2025-09,8.2
E0089,2025-10,8.5
E0089,2025-11,5.6
E0089,2025-12,6.0
E0089,2026-01,18.3
E0089,2026-02,19.3
E0089,2026-03,21.8
E0090,2025-01,20.6
E0090,2025-02,17.2
E0090,2025-03,9.2
E0090,2025-04,19.6
E0090,2025-05,15.9
E0090,2025-06,12.2
E0090,2025-07,22.5
E0090,2025-08,20.4
E0090,2025-09,18.4
E0090,2025-10,16.0
E0090,2025-11,16.7
E0090,2025-12,6.7
E0090,2026-01,13.0
E0090,2026-02,12.9
E0090,2026-03,13.4
E0091,2025-01,13.0
E0091,2025-02,10.8
E0091,2025-03,11.0
E0091,2025-04,10.9
E0091,2025-05,8.2
E0091,2025-06,6.2
E0091,2025-07,10.4
E0091,2025-08,4.7
E0091,2025-09,11.2
E0091,2025-10,5.9
E0091,2025-11,13.9
E0091,2025-12,4.3
E0092,2025-01,23.6
E0092,2025-02,24.1
E0092,2025-03,28.6
E0092,2025-04,24.8
E0092,2025-05,20.5
E0092,2025-06,20.2
E0092,2025-07,29.6
E0092,2025-08,23.6
E0092,2025-09,23.0
E0092,2025-10,21.0
E0092,2025-11,18.9
E0092,2025-12,31.4
E0092,2026-01,17.6
E0092,2026-02,19.4
E0092,2026-03,21.6
E0093,2025-01,12.5
E0093,2025-02,7.8
E0093,2025-03,15.2
E0093,2025-04,14.6
E0093,2025-05,7.3
E0093,2025-06,9.9
E0093,2025-07,14.1
E0093,2025-08,15.1
E0093,2025-09,9.2
E0093,2025-10,4.8
E0093,2025-11,13.2
E0093,2025-12,15.7
E0093,2026-01,15.3
E0093,2026-02,17.7
E0093,2026-03,13.7
E0094,2025-01,8.5
E0094,2025-02,7.5
E0094,2025-03,15.1
E0094,2025-04,0.7
E0094,2025-05,11.6
E0094,2025-06,11.9
E0094,2025-07,5.6
E0094,2025-08,0.0
E0094,2025-09,11.8
E0094,2025-10,10.0
E0094,2025-11,14.4
E0094,2025-12,6.5
E0095,2025-01,18.8
E0095,2025-02,11.4
E0095,2025-03,21.0
E0095,2025-04,12.0
E0095,2025-05,18.0
E0095,2025-06,14.0
E0095,2025-07,19.5
E0095,2025-08,17.4
E0095,2025-09,17.2
E0095,2025-10,17.9
E0095,2025-11,18.3
E0095,2025-12,23.8
E0095,2026-01,15.0
E0095,2026-02,14.3
E0095,2026-03,15.0
E0096,2025-01,6.6
E0096,2025-02,2.0
E0096,2025-03,2.3
E0096,2025-04,8.8
E0096,2025-05,0.4
E0096,2025-06,4.8
E0096,2025-07,0.0
E0096,2025-08,4.2
E0096,2025-09,0.3
E0096,2025-10,2.1
E0096,2025-11,5.5
E0096,2025-12,7.1
E0096,2026-01,13.3
E0096,2026-02,12.2
E0096,2026-03,15.8
E0097,2025-01,6.4
E0097,2025-02,13.8
E0097,2025-03,4.5
E0097,2025-04,12.4
E0097,2025-05,7.6
E0097,2025-06,13.1
E0097,2025-07,7.6
E0097,2025-08,6.5
E0097,2025-09,11.7
E0097,2025-10,11.1
E0097,2025-11,7.1
E0097,2025-12,11.5
E0097,2026-01,16.2
E0097,2026-02,11.7
E0097,2026-03,13.4
E0098,2025-01,17.9
E0098,2025-02,19.0
E0098,2025-03,19.7
E0098,2025-04,12.8
E0098,2025-05,18.4
E0098,2025-06,12.5
E0098,2025-07,14.2
E0098,2025-08,18.0
E0098,2025-09,22.3
E0098,2025-10,17.5
E0098,2025-11,17.0
E0098,2025-12,16.6
E0098,2026-01,13.0
E0098,2026-02,20.3
E0098,2026-03,19.2
E0099,2025-01,13.6
E0099,2025-02,7.5
E0099,2025-03,6.4
E0099,2025-04,17.4
E0099,2025-05,13.7
E0099,2025-06,9.2
E0099,2025-07,9.4
E0099,2025-08,9.8
E0099,2025-09,6.8
E0099,2025-10,10.8
E0099,2025-11,12.1
E0099,2025-12,17.4
E0099,2026-01,14.0
E0099,2026-02,13.2
E0099,2026-03,13.2
E0100,2025-01,13.0
E0100,2025-02,15.5
E0100,2025-03,11.4
E0100,2025-04,10.7
E0100,2025-05,12.5
E0100,2025-06,16.0
E0100,2025-07,10.2
E0100,2025-08,13.5
E0100,2025-09,13.4
E0100,2025-10,12.5
E0100,2025-11,16.0
E0100,2025-12,12.7
E0100,2026-01,15.6
E0100,2026-02,12.1
E0100,2026-03,14.4
E0101,2025-01,7.6
E0101,2025-02,8.0
E0101,2025-03,0.0
E0101,2025-04,7.5
E0101,2025-05,3.9
E0101,2025-06,7.3
E0101,2025-07,8.1
E0101,2025-08,10.0
E0101,2025-09,16.2
E0101,2025-10,13.6
E0101,2025-11,8.1
E0101,2025-12,10.4
E0102,2025-01,12.6
E0102,2025-02,15.0
E0102,2025-03,15.1
E0102,2025-04,10.3
E0102,2025-05,12.4
E0102,2025-06,7.4
E0102,2025-07,13.5
E0102,2025-08,14.1
E0102,2025-09,13.9
E0102,2025-10,10.2
E0102,2025-11,13.9
E0102,2025-12,14.9
E0102,2026-01,12.2
E0102,2026-02,10.3
E0102,2026-03,16.5
E0103,2025-01,6.5
E0103,2025-02,5.7
E0103,2025-03,3.4
E0103,2025-04,4.1
E0103,2025-05,5.7
E0103,2025-06,2.9
E0103,2025-07,1.2
E0103,2025-08,3.1
E0103,2025-09,6.2
E0103,2025-10,7.5
E0103,2025-11,8.4
E0103,2025-12,1.2
E0103,2026-01,14.3
E0103,2026-02,11.2
E0103,2026-03,13.6
E0104,2025-01,15.0
E0104,2025-02,4.5
E0104,2025-03,6.4
E0104,2025-04,12.1
E0104,2025-05,0.7
E0104,2025-06,7.9
E0104,2025-07,6.2
E0104,2025-08,1.8
E0104,2025-09,1.8
E0104,2025-10,11.8
E0104,2025-11,9.4
E0104,2025-12,11.1
E0104,2026-01,20.0
E0104,2026-02,21.2
E0104,2026-03,19.6
E0105,2025-01,1.9
E0105,2025-02,7.2
E0105,2025-03,15.1
E0105,2025-04,5.1
E0105,2025-05,6.2
E0105,2025-06,6.1
E0105,2025-07,5.6
E0105,2025-08,2.9
E0105,2025-09,6.2
E0105,2025-10,12.5
E0105,2025-11,5.8
E0105,2025-12,10.9
E0106,2025-01,35.2
E0106,2025-02,20.5
E0106,2025-03,25.9
E0106,2025-04,19.1
E0106,2025-05,23.2
E0106,2025-06,33.8
E0106,2025-07,26.4
E0106,2025-08,25.0
E0106,2025-09,19.0
E0106,2025-10,21.4
E0106,2025-11,20.4
E0106,2025-12,19.7
E0106,2026-01,16.0
E0106,2026-02,12.6
E0106,2026-03,12.6
E0107,2025-01,18.0
E0107,2025-02,17.4
E0107,2025-03,14.0
E0107,2025-04,12.5
E0107,2025-05,17.6
E0107,2025-06,21.4
E0107,2025-07,18.6
E0107,2025-08,15.1
E0107,2025-09,18.4
E0107,2025-10,18.5
E0107,2025-11,15.3
E0107,2025-12,15.3
E0107,2026-01,18.9
E0107,2026-02,14.7
E0107,2026-03,17.3
E0108,2025-01,14.4
E0108,2025-02,19.8
E0108,2025-03,15.8
E0108,2025-04,12.6
E0108,2025-05,12.7
E0108,2025-06,16.3
E0108,2025-07,12.7
E0108,2025-08,27.4
E0108,2025-09,18.4
E0108,2025-10,14.5
E0108,2025-11,17.2
E0108,2025-12,19.4
E0108,2026-01,13.7
E0108,2026-02,19.4
E0108,2026-03,15.4
E0109,2025-01,12.3
E0109,2025-02,7.6
E0109,2025-03,11.0
E0109,2025-04,10.5
E0109,2025-05,9.6
E0109,2025-06,8.1
E0109,2025-07,14.9
E0109,2025-08,13.3
E0109,2025-09,13.3
E0109,2025-10,4.0
E0109,2025-11,9.8
E0109,2025-12,16.4
E0109,2026-01,15.4
E0109,2026-02,14.2
E0109,2026-03,14.9
E0110,2025-01,31.7
E0110,2025-02,25.5
E0110,2025-03,36.8
E0110,2025-04,20.4
E0110,2025-05,30.6
E0110,2025-06,37.0
E0110,2025-07,23.9
E0110,2025-08,28.2
E0110,2025-09,24.5
E0110,2025-10,35.8
E0110,2025-11,26.9
E0110,2025-12,34.1
E0110,2026-01,16.2
E0110,2026-02,11.8
E0110,2026-03,13.0
E0111,2025-01,36.8
E0111,2025-02,26.1
E0111,2025-03,25.2
E0111,2025-04,33.1
E0111,2025-05,34.3
E0111,2025-06,30.9
E0111,2025-07,31.3
E0111,2025-08,37.1
E0111,2025-09,30.3
E0111,2025-10,36.7
E0111,2025-11,28.9
E0111,2025-12,40.8
E0112,2025-01,0.0
E0112,2025-02,7.9
E0112,2025-03,0.0
E0112,2025-04,6.3
E0112,2025-05,3.1
E0112,2025-06,4.3
E0112,2025-07,5.8
E0112,2025-08,4.1
E0112,2025-09,3.8
E0112,2025-10,0.0
E0112,2025-11,8.7
E0112,2025-12,9.3
E0112,2026-01,15.1
E0112,2026-02,14.6
E0112,2026-03,12.7
E0113,2025-01,9.1
E0113,2025-02,11.8
E0113,2025-03,15.0
E0113,2025-04,12.0
E0113,2025-05,7.4
E0113,2025-06,4.7
E0113,2025-07,12.1
E0113,2025-08,10.1
E0113,2025-09,9.5
E0113,2025-10,6.5
E0113,2025-11,8.2
E0113,2025-12,10.9
E0113,2026-01,13.9
E0113,2026-02,9.9
E0113,2026-03,13.6
E0114,2025-01,16.9
E0114,2025-02,18.2
E0114,2025-03,17.9
E0114,2025-04,20.7
E0114,2025-05,12.3
E0114,2025-06,16.6
E0114,2025-07,13.6
E0114,2025-08,18.7
E0114,2025-09,14.8
E0114,2025-10,21.8
E0114,2025-11,16.4
E0114,2025-12,15.7
E0115,2025-01,7.6
E0115,2025-02,11.9
E0115,2025-03,5.8
E0115,2025-04,10.5
E0115,2025-05,10.4
E0115,2025-06,8.8
E0115,2025-07,11.8
E0115,2025-08,9.0
E0115,2025-09,12.0
E0115,2025-10,8.7
E0115,2025-11,7.9
E0115,2025-12,11.9
E0115,2026-01,18.7
E0115,2026-02,13.5
E0115,2026-03,14.3
E0116,2025-01,6.9
E0116,2025-02,15.1
E0116,2025-03,2.3
E0116,2025-04,6.8
E0116,2025-05,1.9
E0116,2025-06,6.7
E0116,2025-07,8.9
E0116,2025-08,4.2
E0116,2025-09,6.5
E0116,2025-10,5.4
E0116,2025-11,3.7
E0116,2025-12,2.0
E0116,2026-01,21.4
E0116,2026-02,17.9
E0116,2026-03,14.8
E0117,2025-01,4.5
E0117,2025-02,0.6
E0117,2025-03,10.1
E0117,2025-04,13.4
E0117,2025-05,0.3
E0117,2025-06,10.1
E0117,2025-07,5.8
E0117,2025-08,3.4
E0117,2025-09,6.5
E0117,2025-10,2.7
E0117,2025-11,6.9
E0117,2025-12,4.8
E0117,2026-01,11.1
E0117,2026-02,13.0
E0117,2026-03,15.8
E0118,2025-01,2.4
E0118,2025-02,8.4
E0118,2025-03,0.0
E0118,2025-04,1.5
E0118,2025-05,0.0
E0118,2025-06,4.3
E0118,2025-07,1.7
E0118,2025-08,0.8
E0118,2025-09,4.9
E0118,2025-10,6.2
E0118,2025-11,8.5
E0118,2025-12,15.5
E0118,2026-01,17.2
E0118,2026-02,16.8
E0118,2026-03,19.4
E0119,2025-01,0.0
E0119,2025-02,0.0
E0119,2025-03,2.2
E0119,2025-04,2.6
E0119,2025-05,9.2
E0119,2025-06,4.3
E0119,2025-07,0.0
E0119,2025-08,0.0
E0119,2025-09,4.9
E0119,2025-10,1.4
E0119,2025-11,7.9
E0119,2025-12,4.3
E0119,2026-01,15.3
E0119,2026-02,14.2
E0119,2026-03,18.9
E0120,2025-01,12.4
E0120,2025-02,11.9
E0120,2025-03,18.0
E0120,2025-04,15.3
E0120,2025-05,21.2
E0120,2025-06,18.0
E0120,2025-07,17.9
E0120,2025-08,11.7
E0120,2025-09,14.7
E0120,2025-10,16.4
E0120,2025-11,9.1
E0120,2025-12,19.1
E0120,2026-01,17.3
E0120,2026-02,18.5
E0120,2026-03,17.2
E0121,2025-01,9.8
E0121,2025-02,4.3
E0121,2025-03,11.5
E0121,2025-04,11.3
E0121,2025-05,8.5
E0121,2025-06,6.1
E0121,2025-07,10.4
E0121,2025-08,0.4
E0121,2025-09,6.7
E0121,2025-10,3.0
E0121,2025-11,3.7
E0121,2025-12,8.2
E0121,2026-01,14.0
E0121,2026-02,11.3
E0121,2026-03,14.5
E0122,2025-01,12.0
E0122,2025-02,9.1
E0122,2025-03,24.1
E0122,2025-04,12.8
E0122,2025-05,11.9
E0122,2025-06,20.0
E0122,2025-07,12.8
E0122,2025-08,10.2
E0122,2025-09,11.6
E0122,2025-10,13.5
E0122,2025-11,10.9
E0122,2025-12,11.9
E0123,2025-01,14.2
E0123,2025-02,19.9
E0123,2025-03,24.3
E0123,2025-04,20.4
E0123,2025-05,15.1
E0123,2025-06,10.3
E0123,2025-07,18.8
E0123,2025-08,11.9
E0123,2025-09,14.5
E0123,2025-10,22.4
E0123,2025-11,22.8
E0123,2025-12,16.7
E0123,2026-01,14.7
E0123,2026-02,17.3
E0123,2026-03,15.7
E0124,2025-01,13.7
E0124,2025-02,13.6
E0124,2025-03,11.4
E0124,2025-04,7.7
E0124,2025-05,6.6
E0124,2025-06,9.0
E0124,2025-07,3.7
E0124,2025-08,6.9
E0124,2025-09,11.2
E0124,2025-10,6.3
E0124,2025-11,15.0
E0124,2025-12,9.8
E0124,2026-01,14.0
E0124,2026-02,16.6
E0124,2026-03,11.1
E0125,2025-01,13.6
E0125,2025-02,9.6
E0125,2025-03,13.0
E0125,2025-04,6.0
E0125,2025-05,12.2
E0125,2025-06,12.6
E0125,2025-07,15.6
E0125,2025-08,2.5
E0125,2025-09,7.8
E0125,2025-10,3.4
E0125,2025-11,7.1
E0125,2025-12,10.1
E0125,2026-01,19.3
E0125,2026-02,18.4
E0125,2026-03,14.9
E0126,2025-01,16.7
E0126,2025-02,23.3
E0126,2025-03,19.7
E0126,2025-04,12.3
E0126,2025-05,17.2
E0126,2025-06,19.2
E0126,2025-07,13.9
E0126,2025-08,14.0
E0126,2025-09,13.4
E0126,2025-10,16.2
E0126,2025-11,15.9
E0126,2025-12,14.9
E0126,2026-01,17.0
E0126,2026-02,16.3
E0126,2026-03,18.6
E0127,2025-01,16.5
E0127,2025-02,13.6
E0127,2025-03,3.1
E0127,2025-04,2.4
E0127,2025-05,11.2
E0127,2025-06,9.2
E0127,2025-07,2.6
E0127,2025-08,2.0
E0127,2025-09,8.6
E0127,2025-10,10.6
E0127,2025-11,10.8
E0127,2025-12,7.2
E0127,2026-01,14.2
E0127,2026-02,11.9
E0127,2026-03,17.3
E0128,2025-01,7.6
E0128,2025-02,7.9
E0128,2025-03,11.8
E0128,2025-04,3.7
E0128,2025-05,9.9
E0128,2025-06,13.9
E0128,2025-07,8.5
E0128,2025-08,10.5
E0128,2025-09,11.5
E0128,2025-10,7.2
E0128,2025-11,9.5
E0128,2025-12,4.7
E0128,2026-01,18.1
E0128,2026-02,16.6
E0128,2026-03,19.5
E0129,2025-01,30.0
E0129,2025-02,28.7
E0129,2025-03,32.8
E0129,2025-04,31.6
E0129,2025-05,32.8
E0129,2025-06,33.0
E0129,2025-07,25.2
E0129,2025-08,30.0
E0129,2025-09,30.8
E0129,2025-10,25.6
E0129,2025-11,33.0
E0129,2025-12,27.7
E0130,2025-01,12.7
E0130,2025-02,14.5
E0130,2025-03,11.8
E0130,2025-04,17.4
E0130,2025-05,19.8
E0130,2025-06,10.2
E0130,2025-07,13.9
E0130,2025-08,19.6
E0130,2025-09,7.6
E0130,2025-10,0.0
E0130,2025-11,14.0
E0130,2025-12,8.6
E0130,2026-01,11.2
E0130,2026-02,13.8
E0130,2026-03,17.1
E0131,2025-01,3.1
E0131,2025-02,5.1
E0131,2025-03,1.7
E0131,2025-04,14.7
E0131,2025-05,13.7
E0131,2025-06,7.0
E0131,2025-07,7.3
E0131,2025-08,8.7
E0131,2025-09,14.6
E0131,2025-10,3.7
E0131,2025-11,7.3
E0131,2025-12,12.9
E0131,2026-01,12.3
E0131,2026-02,13.6
E0131,2026-03,16.6
E0132,2025-01,15.5
E0132,2025-02,13.4
E0132,2025-03,17.5
E0132,2025-04,9.7
E0132,2025-05,18.3
E0132,2025-06,15.8
E0132,2025-07,19.3
E0132,2025-08,14.0
E0132,2025-09,18.6
E0132,2025-10,17.6
E0132,2025-11,12.1
E0132,2025-12,13.0
E0132,2026-01,17.0
E0132,2026-02,16.8
E0132,2026-03,13.4
E0133,2025-01,29.9
E0133,2025-02,28.8
E0133,2025-03,18.1
E0133,2025-04,23.2
E0133,2025-05,26.2
E0133,2025-06,27.1
E0133,2025-07,26.1
E0133,2025-08,26.5
E0133,2025-09,23.5
E0133,2025-10,25.7
E0133,2025-11,21.1
E0133,2025-12,23.5
E0133,2026-01,13.1
E0133,2026-02,17.9
E0133,2026-03,15.9
E0134,2025-01,5.1
E0134,2025-02,9.2
E0134,2025-03,9.9
E0134,2025-04,10.1
E0134,2025-05,16.3
E0134,2025-06,7.1
E0134,2025-07,10.9
E0134,2025-08,16.0
E0134,2025-09,8.1
E0134,2025-10,18.5
E0134,2025-11,14.1
E0134,2025-12,16.2
E0134,2026-01,11.7
E0134,2026-02,16.2
E0134,2026-03,15.9
E0135,2025-01,1.7
E0135,2025-02,2.4
E0135,2025-03,4.9
E0135,2025-04,8.7
E0135,2025-05,8.6
E0135,2025-06,7.1
E0135,2025-07,4.6
E0135,2025-08,2.4
E0135,2025-09,9.7
E0135,2025-10,4.0
E0135,2025-11,0.0
E0135,2025-12,1.6
E0135,2026-01,18.3
E0135,2026-02,16.0
E0135,2026-03,15.8
E0136,2025-01,0.0
E0136,2025-02,0.5
E0136,2025-03,1.6
E0136,2025-04,0.0
E0136,2025-05,0.0
E0136,2025-06,0.4
E0136,2025-07,1.1
E0136,2025-08,0.0
E0136,2025-09,11.8
E0136,2025-10,0.4
E0136,2025-11,0.0
E0136,2025-12,0.0
E0136,2026-01,12.7
E0136,2026-02,14.2
E0136,2026-03,15.8
E0137,2025-01,71.7
E0137,2025-02,61.2
E0137,2025-03,61.5
E0137,2025-04,68.5
E0137,2025-05,70.5
E0137,2025-06,68.3
E0137,2025-07,76.7
E0137,2025-08,66.5
E0137,2025-09,67.4
E0137,2025-10,68.5
E0137,2025-11,68.8
E0137,2025-12,68.1
E0137,2026-01,68.9
E0137,2026-02,66.9
E0137,2026-03,74.9
E0138,2025-01,34.1
E0138,2025-02,29.5
E0138,2025-03,37.5
E0138,2025-04,38.7
E0138,2025-05,32.9
E0138,2025-06,34.6
E0138,2025-07,41.0
E0138,2025-08,31.7
E0138,2025-09,35.6
E0138,2025-10,35.2
E0138,2025-11,41.2
E0138,2025-12,42.2
E0138,2026-01,17.5
E0138,2026-02,13.7
E0138,2026-03,17.0
E0139,2025-01,37.4
E0139,2025-02,48.4
E0139,2025-03,34.3
E0139,2025-04,16.3
E0139,2025-05,32.2
E0139,2025-06,32.4
E0139,2025-07,40.4
E0139,2025-08,33.5
E0139,2025-09,39.5
E0139,2025-10,37.4
E0139,2025-11,35.4
E0139,2025-12,35.8
E0139,2026-01,16.0
E0139,2026-02,17.0
E0139,2026-03,11.1
E0140,2025-01,21.6
E0140,2025-02,25.0
E0140,2025-03,19.5
E0140,2025-04,19.0
E0140,2025-05,22.1
E0140,2025-06,21.3
E0140,2025-07,19.7
E0140,2025-08,29.2
E0140,2025-09,23.3
E0140,2025-10,18.3
E0140,2025-11,22.9
E0140,2025-12,16.7
E0141,2025-01,5.5
E0141,2025-02,13.3
E0141,2025-03,6.6
E0141,2025-04,10.2
E0141,2025-05,5.9
E0141,2025-06,8.9
E0141,2025-07,8.3
E0141,2025-08,9.7
E0141,2025-09,19.3
E0141,2025-10,15.2
E0141,2025-11,9.6
E0141,2025-12,9.3
E0141,2026-01,14.3
E0141,2026-02,17.1
E0141,2026-03,15.4
E0142,2025-01,25.0
E0142,2025-02,23.6
E0142,2025-03,27.2
E0142,2025-04,33.1
E0142,2025-05,15.2
E0142,2025-06,31.9
E0142,2025-07,32.4
E0142,2025-08,19.3
E0142,2025-09,27.9
E0142,2025-10,26.0
E0142,2025-11,27.1
E0142,2025-12,28.6
E0142,2026-01,16.2
E0142,2026-02,17.6
E0142,2026-03,10.6
E0143,2025-01,11.4
E0143,2025-02,4.7
E0143,2025-03,16.7
E0143,2025-04,8.2
E0143,2025-05,20.7
E0143,2025-06,6.4
E0143,2025-07,5.9
E0143,2025-08,11.4
E0143,2025-09,13.7
E0143,2025-10,15.2
E0143,2025-11,6.2
E0143,2025-12,8.8
E0143,2026-01,14.1
E0143,2026-02,14.9
E0143,2026-03,17.9
E0144,2025-01,25.1
E0144,2025-02,16.2
E0144,2025-03,21.2
E0144,2025-04,10.1
E0144,2025-05,11.2
E0144,2025-06,21.5
E0144,2025-07,17.0
E0144,2025-08,20.7
E0144,2025-09,15.1
E0144,2025-10,11.0
E0144,2025-11,18.0
E0144,2025-12,12.1
E0145,2025-01,16.9
E0145,2025-02,12.5
E0145,2025-03,19.0
E0145,2025-04,15.3
E0145,2025-05,15.2
E0145,2025-06,17.7
E0145,2025-07,20.1
E0145,2025-08,17.1
E0145,2025-09,23.5
E0145,2025-10,23.3
E0145,2025-11,13.6
E0145,2025-12,11.9
E0145,2026-01,15.4
E0145,2026-02,15.9
E0145,2026-03,11.9
E0146,2025-01,4.9
E0146,2025-02,17.0
E0146,2025-03,4.9
E0146,2025-04,8.2
E0146,2025-05,9.8
E0146,2025-06,16.9
E0146,2025-07,4.5
E0146,2025-08,14.1
E0146,2025-09,9.8
E0146,2025-10,9.3
E0146,2025-11,9.7
E0146,2025-12,7.0
E0146,2026-01,11.1
E0146,2026-02,16.9
E0146,2026-03,14.5
E0147,2025-01,34.4
E0147,2025-02,33.2
E0147,2025-03,30.9
E0147,2025-04,31.4
E0147,2025-05,40.8
E0147,2025-06,34.7
E0147,2025-07,38.8
E0147,2025-08,35.4
E0147,2025-09,35.3
E0147,2025-10,35.8
